blast2go_go_id,blast2go_go_name
P:GO:0009423,P:chorismate biosynthetic process
F:GO:0046872,F:metal ion binding
F:GO:0000287,F:magnesium ion binding
F:GO:0004765,F:shikimate kinase activity
F:GO:0005524,F:ATP binding
C:GO:0005737,C:cytoplasm
P:GO:0009073,P:aromatic amino acid family biosynthetic process
P:GO:0009423,P:chorismate biosynthetic process
P:GO:0016310,P:phosphorylation
P:GO:0019632,P:shikimate metabolic process
F:GO:0005488,F:binding
F:GO:0008565,F:protein transporter activity
C:GO:0009279,C:cell outer membrane
P:GO:0009306,P:protein secretion
P:GO:0043683,P:type IV pilus biogenesis
,
,
C:GO:0005886,C:plasma membrane
P:GO:0015031,P:protein transport
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
P:GO:0043107,P:type IV pilus-dependent motility
P:GO:0043683,P:type IV pilus biogenesis
F:GO:0005515,F:protein binding
C:GO:0005886,C:plasma membrane
P:GO:0007049,P:cell cycle
C:GO:0009898,C:cytoplasmic side of plasma membrane
C:GO:0016020,C:membrane
F:GO:0016887,F:ATPase activity
P:GO:0030435,P:sporulation resulting in formation of a cellular spore
C:GO:0032153,C:cell division site
P:GO:0043093,P:FtsZ-dependent cytokinesis
P:GO:0051301,P:cell division
F:GO:0005515,F:protein binding
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006508,P:proteolysis
P:GO:0008360,P:regulation of cell shape
F:GO:0008658,F:penicillin binding
F:GO:0008955,F:peptidoglycan glycosyltransferase activity
F:GO:0009002,F:serine-type D-Ala-D-Ala carboxypeptidase activity
P:GO:0009252,P:peptidoglycan biosynthetic process
P:GO:0046677,P:response to antibiotic
P:GO:0071555,P:cell wall organization
F:GO:0004471,F:malate dehydrogenase (decarboxylating) (NAD+) activity
F:GO:0004473,F:malate dehydrogenase (decarboxylating) (NADP+) activity
F:GO:0008948,F:oxaloacetate decarboxylase activity
P:GO:0019752,P:carboxylic acid metabolic process
F:GO:0030145,F:manganese ion binding
F:GO:0051287,F:NAD binding
P:GO:0055114,P:oxidation-reduction process
F:GO:0005488,F:binding
F:GO:0008237,F:metallopeptidase activity
C:GO:0016020,C:membrane
C:GO:0031975,C:envelope
P:GO:0050789,P:regulation of biological process
P:GO:0051603,P:proteolysis involved in cellular protein catabolic process
P:GO:0061024,P:membrane organization
F:GO:0004518,F:nuclease activity
F:GO:0003735,F:structural constituent of ribosome
C:GO:0005840,C:ribosome
P:GO:0006412,P:translation
F:GO:0019843,F:rRNA binding
F:GO:0046872,F:metal ion binding
F:GO:0005515,F:protein binding
P:GO:0006268,P:DNA unwinding involved in DNA replication
P:GO:0006270,P:DNA replication initiation
P:GO:0006276,P:plasmid maintenance
P:GO:0006302,P:double-strand break repair
P:GO:0006310,P:DNA recombination
P:GO:0010332,P:response to gamma radiation
F:GO:0043140,F:ATP-dependent 3'-5' DNA helicase activity
F:GO:0043167,F:ion binding
P:GO:0046677,P:response to antibiotic
F:GO:0097159,F:organic cyclic compound binding
F:GO:1901363,F:heterocyclic compound binding
F:GO:0004814,F:arginine-tRNA ligase activity
F:GO:0005524,F:ATP binding
C:GO:0005737,C:cytoplasm
P:GO:0006420,P:arginyl-tRNA aminoacylation
,
F:GO:0004298,F:threonine-type endopeptidase activity
C:GO:0005839,C:proteasome core complex
C:GO:0009376,C:HslUV protease complex
F:GO:0046872,F:metal ion binding
P:GO:0051603,P:proteolysis involved in cellular protein catabolic process
F:GO:0005524,F:ATP binding
P:GO:0006508,P:proteolysis
C:GO:0009376,C:HslUV protease complex
F:GO:0016887,F:ATPase activity
P:GO:0043335,P:protein unfolding
F:GO:0070011,"F:peptidase activity, acting on L-amino acid peptides"
,
F:GO:0016746,"F:transferase activity, transferring acyl groups"
P:GO:0042619,P:poly-hydroxybutyrate biosynthetic process
P:GO:0042621,P:poly(3-hydroxyalkanoate) biosynthetic process
P:GO:0016042,P:lipid catabolic process
F:GO:0016823,"F:hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
F:GO:0016746,"F:transferase activity, transferring acyl groups"
P:GO:0042619,P:poly-hydroxybutyrate biosynthetic process
P:GO:0042621,P:poly(3-hydroxyalkanoate) biosynthetic process
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
F:GO:0005515,F:protein binding
P:GO:0006351,"P:transcription, DNA-templated"
F:GO:0008144,F:drug binding
P:GO:0042493,P:response to drug
F:GO:0043565,F:sequence-specific DNA binding
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
F:GO:0000166,F:nucleotide binding
F:GO:0003743,F:translation initiation factor activity
F:GO:0003924,F:GTPase activity
F:GO:0005525,F:GTP binding
C:GO:0005622,C:intracellular
C:GO:0005737,C:cytoplasm
P:GO:0006412,P:translation
P:GO:0006413,P:translational initiation
P:GO:0007275,P:multicellular organism development
P:GO:0030154,P:cell differentiation
F:GO:0030248,F:cellulose binding
P:GO:0030435,P:sporulation resulting in formation of a cellular spore
C:GO:0031160,C:spore wall
,
,
P:GO:0006744,P:ubiquinone biosynthetic process
P:GO:0009060,P:aerobic respiration
P:GO:0009234,P:menaquinone biosynthetic process
P:GO:0032259,P:methylation
F:GO:0043333,"F:2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity"
F:GO:0102955,F:S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity
,
F:GO:0004672,F:protein kinase activity
F:GO:0005524,F:ATP binding
C:GO:0005886,C:plasma membrane
P:GO:0006468,P:protein phosphorylation
P:GO:0010795,P:regulation of ubiquinone biosynthetic process
C:GO:0016021,C:integral component of membrane
P:GO:0000105,P:histidine biosynthetic process
F:GO:0000287,F:magnesium ion binding
F:GO:0004635,F:phosphoribosyl-AMP cyclohydrolase activity
C:GO:0005737,C:cytoplasm
F:GO:0008270,F:zinc ion binding
P:GO:0000105,P:histidine biosynthetic process
F:GO:0004636,F:phosphoribosyl-ATP diphosphatase activity
F:GO:0005524,F:ATP binding
C:GO:0005737,C:cytoplasm
C:GO:0005887,C:integral component of plasma membrane
F:GO:0008320,F:protein transmembrane transporter activity
P:GO:0009306,P:protein secretion
C:GO:0033281,C:TAT protein transport complex
P:GO:0043953,P:protein transport by the Tat complex
C:GO:0005887,C:integral component of plasma membrane
F:GO:0008320,F:protein transmembrane transporter activity
P:GO:0009306,P:protein secretion
C:GO:0033281,C:TAT protein transport complex
P:GO:0043953,P:protein transport by the Tat complex
C:GO:0005887,C:integral component of plasma membrane
P:GO:0009314,P:response to radiation
F:GO:0009977,F:proton motive force dependent protein transmembrane transporter activity
C:GO:0033281,C:TAT protein transport complex
F:GO:0042802,F:identical protein binding
P:GO:0043953,P:protein transport by the Tat complex
C:GO:0044444,C:cytoplasmic part
P:GO:0065002,P:intracellular protein transmembrane transport
C:GO:0005737,C:cytoplasm
P:GO:0006364,P:rRNA processing
F:GO:0008168,F:methyltransferase activity
F:GO:0016301,F:kinase activity
P:GO:0016310,P:phosphorylation
F:GO:0016740,F:transferase activity
P:GO:0032259,P:methylation
F:GO:0070042,F:rRNA (uridine-N3-)-methyltransferase activity
P:GO:0070475,P:rRNA base methylation
F:GO:0005515,F:protein binding
C:GO:0005886,C:plasma membrane
P:GO:0007165,P:signal transduction
P:GO:0010247,P:detection of phosphate ion
C:GO:0016021,C:integral component of membrane
F:GO:0016597,F:amino acid binding
P:GO:0043200,P:response to amino acid
P:GO:0050918,P:positive chemotaxis
P:GO:0071310,P:cellular response to organic substance
,
P:GO:0003333,P:amino acid transmembrane transport
F:GO:0005524,F:ATP binding
C:GO:0005886,C:plasma membrane
F:GO:0015184,F:L-cystine transmembrane transporter activity
F:GO:0015424,F:amino acid-transporting ATPase activity
P:GO:0015811,P:L-cystine transport
C:GO:0005886,C:plasma membrane
P:GO:0006791,P:sulfur utilization
F:GO:0015184,F:L-cystine transmembrane transporter activity
P:GO:0015811,P:L-cystine transport
C:GO:0016021,C:integral component of membrane
P:GO:0006812,P:cation transport
P:GO:0007154,P:cell communication
F:GO:0015075,F:ion transmembrane transporter activity
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
P:GO:0015807,P:L-amino acid transport
F:GO:0016597,F:amino acid binding
P:GO:0042221,P:response to chemical
C:GO:0042597,C:periplasmic space
P:GO:0051716,P:cellular response to stimulus
C:GO:0005886,C:plasma membrane
P:GO:0009250,P:glucan biosynthetic process
C:GO:0016021,C:integral component of membrane
F:GO:0016758,"F:transferase activity, transferring hexosyl groups"
F:GO:0003824,F:catalytic activity
F:GO:0030246,F:carbohydrate binding
C:GO:0030288,C:outer membrane-bounded periplasmic space
P:GO:0051274,P:beta-glucan biosynthetic process
F:GO:0000049,F:tRNA binding
C:GO:0005737,C:cytoplasm
P:GO:0019478,P:D-amino acid catabolic process
F:GO:0043908,F:Ser(Gly)-tRNA(Ala) hydrolase activity
F:GO:0051500,F:D-tyrosyl-tRNA(Tyr) deacylase activity
F:GO:0106026,F:Gly-tRNA(Ala) hydrolase activity
P:GO:0106074,P:aminoacyl-tRNA metabolism involved in translational fidelity
C:GO:0005829,C:cytosol
F:GO:0008233,F:peptidase activity
C:GO:0009507,C:chloroplast
,
P:GO:0006812,P:cation transport
P:GO:0015813,P:L-glutamate transmembrane transport
F:GO:0016595,F:glutamate binding
C:GO:0030288,C:outer membrane-bounded periplasmic space
P:GO:0051716,P:cellular response to stimulus
F:GO:0070335,F:aspartate binding
P:GO:0070778,P:L-aspartate transmembrane transport
C:GO:0005737,C:cytoplasm
F:GO:0016787,F:hydrolase activity
P:GO:1901564,P:organonitrogen compound metabolic process
C:GO:0005737,C:cytoplasm
C:GO:0005886,C:plasma membrane
F:GO:0008718,F:D-amino-acid dehydrogenase activity
P:GO:0055114,P:oxidation-reduction process
P:GO:0055130,P:D-alanine catabolic process
C:GO:0005737,C:cytoplasm
F:GO:0043565,F:sequence-specific DNA binding
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
C:GO:0005789,C:endoplasmic reticulum membrane
P:GO:0006810,P:transport
P:GO:0036503,P:ERAD pathway
C:GO:0098796,C:membrane protein complex
F:GO:0003824,F:catalytic activity
F:GO:0005488,F:binding
P:GO:0006644,P:phospholipid metabolic process
C:GO:0044424,C:intracellular part
F:GO:0000287,F:magnesium ion binding
F:GO:0005524,F:ATP binding
P:GO:0009405,P:pathogenesis
F:GO:0016881,F:acid-amino acid ligase activity
P:GO:0018153,P:isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine
P:GO:0030042,P:actin filament depolymerization
C:GO:0030430,C:host cell cytoplasm
,
F:GO:0005506,F:iron ion binding
C:GO:0005737,C:cytoplasm
F:GO:0008270,F:zinc ion binding
P:GO:0019556,P:histidine catabolic process to glutamate and formamide
P:GO:0019557,P:histidine catabolic process to glutamate and formate
F:GO:0050480,F:imidazolonepropionase activity
P:GO:0006548,P:histidine catabolic process
F:GO:0016841,F:ammonia-lyase activity
F:GO:0005034,F:osmosensor activity
F:GO:0005515,F:protein binding
F:GO:0005524,F:ATP binding
P:GO:0006865,P:amino acid transport
P:GO:0006972,P:hyperosmotic response
P:GO:0009409,P:response to cold
F:GO:0015226,F:carnitine transmembrane transporter activity
P:GO:0015879,P:carnitine transport
F:GO:0031459,F:glycine betaine-transporting ATPase activity
P:GO:0031460,P:glycine betaine transport
P:GO:0034220,P:ion transmembrane transport
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:0071470,P:cellular response to osmotic stress
F:GO:0005275,F:amine transmembrane transporter activity
F:GO:0005515,F:protein binding
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006972,P:hyperosmotic response
P:GO:0009409,P:response to cold
F:GO:0015199,F:amino-acid betaine transmembrane transporter activity
F:GO:0015226,F:carnitine transmembrane transporter activity
P:GO:0015871,P:choline transport
P:GO:0031460,P:glycine betaine transport
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:1902603,P:carnitine transmembrane transport
F:GO:0005515,F:protein binding
P:GO:0006865,P:amino acid transport
P:GO:0006972,P:hyperosmotic response
F:GO:0022857,F:transmembrane transporter activity
C:GO:0030288,C:outer membrane-bounded periplasmic space
P:GO:0031460,P:glycine betaine transport
C:GO:0042597,C:periplasmic space
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
F:GO:0050997,F:quaternary ammonium group binding
P:GO:0055085,P:transmembrane transport
F:GO:0001761,F:beta-alanine transmembrane transporter activity
P:GO:0001762,P:beta-alanine transport
F:GO:0005302,F:L-tyrosine transmembrane transporter activity
C:GO:0005887,C:integral component of plasma membrane
F:GO:0009977,F:proton motive force dependent protein transmembrane transporter activity
F:GO:0015180,F:L-alanine transmembrane transporter activity
F:GO:0015187,F:glycine transmembrane transporter activity
F:GO:0015192,F:L-phenylalanine transmembrane transporter activity
F:GO:0015196,F:L-tryptophan transmembrane transporter activity
P:GO:0015808,P:L-alanine transport
P:GO:0015816,P:glycine transport
P:GO:0015823,P:phenylalanine transport
P:GO:0015827,P:tryptophan transport
P:GO:0015828,P:tyrosine transport
P:GO:0042891,P:antibiotic transport
F:GO:0042895,F:antibiotic transmembrane transporter activity
P:GO:0042941,P:D-alanine transport
P:GO:0042942,P:D-serine transport
F:GO:0042944,F:D-alanine transmembrane transporter activity
F:GO:0042945,F:D-serine transmembrane transporter activity
P:GO:0055085,P:transmembrane transport
F:GO:0004397,F:histidine ammonia-lyase activity
C:GO:0005737,C:cytoplasm
P:GO:0019556,P:histidine catabolic process to glutamate and formamide
P:GO:0019557,P:histidine catabolic process to glutamate and formate
F:GO:0005215,F:transporter activity
C:GO:0016020,C:membrane
P:GO:0071702,P:organic substance transport
P:GO:0071705,P:nitrogen compound transport
C:GO:0005737,C:cytoplasm
F:GO:0016153,F:urocanate hydratase activity
P:GO:0019556,P:histidine catabolic process to glutamate and formamide
P:GO:0019557,P:histidine catabolic process to glutamate and formate
,
,
F:GO:0005515,F:protein binding
P:GO:0006865,P:amino acid transport
P:GO:0006972,P:hyperosmotic response
F:GO:0022857,F:transmembrane transporter activity
C:GO:0030288,C:outer membrane-bounded periplasmic space
P:GO:0031460,P:glycine betaine transport
C:GO:0042597,C:periplasmic space
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
F:GO:0050997,F:quaternary ammonium group binding
P:GO:0055085,P:transmembrane transport
,
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
P:GO:0019556,P:histidine catabolic process to glutamate and formamide
P:GO:0019557,P:histidine catabolic process to glutamate and formate
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
F:GO:0016814,"F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
F:GO:0019239,F:deaminase activity
F:GO:0005488,F:binding
C:GO:0005739,C:mitochondrion
C:GO:0005774,C:vacuolar membrane
C:GO:0005783,C:endoplasmic reticulum
C:GO:0005794,C:Golgi apparatus
C:GO:0005829,C:cytosol
P:GO:0006883,P:cellular sodium ion homeostasis
P:GO:0007399,P:nervous system development
P:GO:0009414,P:response to water deprivation
C:GO:0009506,C:plasmodesma
P:GO:0009644,P:response to high light intensity
P:GO:0009735,P:response to cytokinin
C:GO:0009898,C:cytoplasmic side of plasma membrane
C:GO:0009941,C:chloroplast envelope
P:GO:0010286,P:heat acclimation
P:GO:0010431,P:seed maturation
P:GO:0030644,P:cellular chloride ion homeostasis
P:GO:0031099,P:regeneration
P:GO:0033554,P:cellular response to stress
C:GO:0036477,C:somatodendritic compartment
P:GO:0042538,P:hyperosmotic salinity response
P:GO:0048523,P:negative regulation of cellular process
P:GO:0048678,P:response to axon injury
P:GO:0050826,P:response to freezing
P:GO:1901002,P:positive regulation of response to salt stress
P:GO:1901562,P:response to paraquat
P:GO:1902884,P:positive regulation of response to oxidative stress
,
,
F:GO:0000287,F:magnesium ion binding
C:GO:0005829,C:cytosol
P:GO:0005986,P:sucrose biosynthetic process
P:GO:0006000,P:fructose metabolic process
P:GO:0006002,P:fructose 6-phosphate metabolic process
P:GO:0006094,P:gluconeogenesis
P:GO:0016311,P:dephosphorylation
P:GO:0030388,"P:fructose 1,6-bisphosphate metabolic process"
F:GO:0042132,"F:fructose 1,6-bisphosphate 1-phosphatase activity"
F:GO:0004462,F:lactoylglutathione lyase activity
C:GO:0005634,C:nucleus
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0006090,P:pyruvate metabolic process
P:GO:0006357,P:regulation of transcription by RNA polymerase II
P:GO:0006749,P:glutathione metabolic process
F:GO:0008270,F:zinc ion binding
P:GO:0009414,P:response to water deprivation
P:GO:0009636,P:response to toxic substance
P:GO:0009651,P:response to salt stress
P:GO:0019243,P:methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
F:GO:0019904,F:protein domain specific binding
P:GO:0030316,P:osteoclast differentiation
P:GO:0043066,P:negative regulation of apoptotic process
P:GO:0009247,P:glycolipid biosynthetic process
C:GO:0009279,C:cell outer membrane
C:GO:0016021,C:integral component of membrane
F:GO:0016290,F:palmitoyl-CoA hydrolase activity
F:GO:0016298,F:lipase activity
P:GO:0044010,P:single-species biofilm formation
F:GO:0052689,F:carboxylic ester hydrolase activity
P:GO:0071978,P:bacterial-type flagellum-dependent swarming motility
,
C:GO:0005886,C:plasma membrane
C:GO:0005887,C:integral component of plasma membrane
P:GO:0007049,P:cell cycle
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0032153,C:cell division site
P:GO:0043093,P:FtsZ-dependent cytokinesis
P:GO:0051301,P:cell division
P:GO:0090529,P:cell septum assembly
,
F:GO:0001130,"F:bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding"
F:GO:0044212,F:transcription regulatory region DNA binding
P:GO:0050896,P:response to stimulus
F:GO:0051536,F:iron-sulfur cluster binding
P:GO:0000027,P:ribosomal large subunit assembly
F:GO:0003924,F:GTPase activity
F:GO:0005515,F:protein binding
F:GO:0005525,F:GTP binding
C:GO:0005829,C:cytosol
P:GO:0006364,P:rRNA processing
P:GO:0009408,P:response to heat
P:GO:0009409,P:response to cold
C:GO:0009507,C:chloroplast
P:GO:0050821,P:protein stabilization
F:GO:0000049,F:tRNA binding
P:GO:0002937,P:tRNA 4-thiouridine biosynthesis
F:GO:0004810,F:tRNA adenylyltransferase activity
F:GO:0005524,F:ATP binding
C:GO:0005829,C:cytosol
P:GO:0009228,P:thiamine biosynthetic process
P:GO:0009229,P:thiamine diphosphate biosynthetic process
F:GO:0016783,F:sulfurtransferase activity
P:GO:0052837,P:thiazole biosynthetic process
F:GO:0004356,F:glutamate-ammonia ligase activity
F:GO:0005524,F:ATP binding
C:GO:0005737,C:cytoplasm
P:GO:0006542,P:glutamine biosynthetic process
P:GO:0009399,P:nitrogen fixation
C:GO:0016020,C:membrane
P:GO:0019740,P:nitrogen utilization
F:GO:0034022,F:3-(hydroxyamino)phenol mutase activity
P:GO:0042537,P:benzene-containing compound metabolic process
F:GO:0042802,F:identical protein binding
F:GO:0046872,F:metal ion binding
,
C:GO:0005886,C:plasma membrane
P:GO:0006810,P:transport
P:GO:0009987,P:cellular process
,
,
F:GO:0000155,F:phosphorelay sensor kinase activity
F:GO:0004721,F:phosphoprotein phosphatase activity
C:GO:0005622,C:intracellular
C:GO:0005886,C:plasma membrane
C:GO:0016021,C:integral component of membrane
P:GO:0023014,P:signal transduction by protein phosphorylation
F:GO:0042802,F:identical protein binding
P:GO:0046777,P:protein autophosphorylation
P:GO:0051171,P:regulation of nitrogen compound metabolic process
P:GO:0071248,P:cellular response to metal ion
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0001150,F:bacterial-type RNA polymerase enhancer sequence-specific DNA binding
F:GO:0001151,"F:transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding"
F:GO:0005524,F:ATP binding
C:GO:0005829,C:cytosol
P:GO:0006808,P:regulation of nitrogen utilization
F:GO:0008073,F:ornithine decarboxylase inhibitor activity
F:GO:0008134,F:transcription factor binding
P:GO:0009399,P:nitrogen fixation
P:GO:0010967,P:regulation of polyamine biosynthetic process
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0060491,P:regulation of cell projection assembly
,
P:GO:0002131,P:wobble position cytosine ribose methylation
P:GO:0002132,P:wobble position uridine ribose methylation
F:GO:0003723,F:RNA binding
C:GO:0005737,C:cytoplasm
F:GO:0042802,F:identical protein binding
F:GO:0052665,F:tRNA (uracil-2'-O-)-methyltransferase activity
F:GO:0052666,F:tRNA (cytosine-2'-O-)-methyltransferase activity
C:GO:0005737,C:cytoplasm
P:GO:0006457,P:protein folding
P:GO:0015031,P:protein transport
F:GO:0051082,F:unfolded protein binding
P:GO:0051262,P:protein tetramerization
F:GO:0004362,F:glutathione-disulfide reductase activity
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
F:GO:0009055,F:electron transfer activity
F:GO:0015035,F:protein disulfide oxidoreductase activity
P:GO:0022900,P:electron transport chain
P:GO:0034599,P:cellular response to oxidative stress
F:GO:0043295,F:glutathione binding
P:GO:0045454,P:cell redox homeostasis
P:GO:0098869,P:cellular oxidant detoxification
C:GO:0016020,C:membrane
C:GO:0044464,C:cell part
C:GO:0005829,C:cytosol
P:GO:0006007,P:glucose catabolic process
P:GO:0006096,P:glycolytic process
F:GO:0030145,F:manganese ion binding
P:GO:0044262,P:cellular carbohydrate metabolic process
F:GO:0046537,"F:2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
,
P:GO:0000920,P:septum digestion after cytokinesis
P:GO:0001896,P:autolysis
C:GO:0009279,C:cell outer membrane
F:GO:0016787,F:hydrolase activity
C:GO:0032153,C:cell division site
P:GO:0042493,P:response to drug
C:GO:0042597,C:periplasmic space
P:GO:0051345,P:positive regulation of hydrolase activity
P:GO:0006508,P:proteolysis
P:GO:0006518,P:peptide metabolic process
P:GO:0007165,P:signal transduction
F:GO:0008233,F:peptidase activity
C:GO:0016020,C:membrane
P:GO:0030435,P:sporulation resulting in formation of a cellular spore
C:GO:0031977,C:thylakoid lumen
F:GO:0042277,F:peptide binding
F:GO:0042803,F:protein homodimerization activity
C:GO:0043231,C:intracellular membrane-bounded organelle
C:GO:0044444,C:cytoplasmic part
F:GO:0003824,F:catalytic activity
P:GO:0005975,P:carbohydrate metabolic process
,
,
,
,
P:GO:0000105,P:histidine biosynthetic process
F:GO:0000107,F:imidazoleglycerol-phosphate synthase activity
C:GO:0005737,C:cytoplasm
F:GO:0016829,F:lyase activity
P:GO:0000105,P:histidine biosynthetic process
P:GO:0000162,P:tryptophan biosynthetic process
F:GO:0003949,F:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
C:GO:0005737,C:cytoplasm
P:GO:0000105,P:histidine biosynthetic process
F:GO:0000107,F:imidazoleglycerol-phosphate synthase activity
C:GO:0005737,C:cytoplasm
P:GO:0006541,P:glutamine metabolic process
P:GO:0000105,P:histidine biosynthetic process
F:GO:0004424,F:imidazoleglycerol-phosphate dehydratase activity
C:GO:0005737,C:cytoplasm
F:GO:0005515,F:protein binding
P:GO:0015940,P:pantothenate biosynthetic process
P:GO:0016485,P:protein processing
P:GO:0031638,P:zymogen activation
P:GO:0043086,P:negative regulation of catalytic activity
F:GO:0003973,F:(S)-2-hydroxy-acid oxidase activity
C:GO:0005739,C:mitochondrion
C:GO:0016020,C:membrane
F:GO:0047545,F:2-hydroxyglutarate dehydrogenase activity
F:GO:0071949,F:FAD binding
C:GO:0005886,C:plasma membrane
C:GO:0005887,C:integral component of plasma membrane
C:GO:0042597,C:periplasmic space
P:GO:0090313,P:regulation of protein targeting to membrane
F:GO:0000702,F:oxidized base lesion DNA N-glycosylase activity
F:GO:0003690,F:double-stranded DNA binding
C:GO:0005634,C:nucleus
C:GO:0005886,C:plasma membrane
P:GO:0006284,P:base-excision repair
F:GO:0032404,F:mismatch repair complex binding
F:GO:0046872,F:metal ion binding
F:GO:0051539,"F:4 iron, 4 sulfur cluster binding"
F:GO:0005506,F:iron ion binding
C:GO:0005829,C:cytosol
P:GO:0034599,P:cellular response to oxidative stress
F:GO:0005515,F:protein binding
P:GO:0019751,P:polyol metabolic process
P:GO:0044262,P:cellular carbohydrate metabolic process
C:GO:0044424,C:intracellular part
F:GO:0070401,F:NADP+ binding
F:GO:0070402,F:NADPH binding
F:GO:0102497,F:scyllo-inositol dehydrogenase (NADP+) activity
F:GO:0003677,F:DNA binding
F:GO:0003824,F:catalytic activity
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
P:GO:0019042,P:viral latency
F:GO:0003677,F:DNA binding
,
,
,
,
C:GO:0019012,C:virion
,
,
F:GO:0000166,F:nucleotide binding
F:GO:0005515,F:protein binding
P:GO:0006633,P:fatty acid biosynthetic process
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0017144,P:drug metabolic process
P:GO:0018130,P:heterocycle biosynthetic process
C:GO:0043231,C:intracellular membrane-bounded organelle
P:GO:0044271,P:cellular nitrogen compound biosynthetic process
C:GO:0044444,C:cytoplasmic part
F:GO:0050662,F:coenzyme binding
P:GO:1901362,P:organic cyclic compound biosynthetic process
P:GO:1901566,P:organonitrogen compound biosynthetic process
,
F:GO:0005291,F:high-affinity L-histidine transmembrane transporter activity
F:GO:0005524,F:ATP binding
F:GO:0015184,F:L-cystine transmembrane transporter activity
F:GO:0015426,F:polar-amino acid-transporting ATPase activity
P:GO:0015811,P:L-cystine transport
P:GO:0015817,P:histidine transport
F:GO:0033230,F:cysteine-transporting ATPase activity
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:0097638,P:L-arginine import across plasma membrane
P:GO:0097640,P:L-ornithine import across plasma membrane
P:GO:1903810,P:L-histidine import across plasma membrane
P:GO:0006995,P:cellular response to nitrogen starvation
F:GO:0015075,F:ion transmembrane transporter activity
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
C:GO:0030288,C:outer membrane-bounded periplasmic space
F:GO:0034618,F:arginine binding
P:GO:0071294,P:cellular response to zinc ion
P:GO:0097638,P:L-arginine import across plasma membrane
F:GO:0000099,F:sulfur amino acid transmembrane transporter activity
P:GO:0000101,P:sulfur amino acid transport
F:GO:0005291,F:high-affinity L-histidine transmembrane transporter activity
P:GO:0015804,P:neutral amino acid transport
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:1903810,P:L-histidine import across plasma membrane
P:GO:0003333,P:amino acid transmembrane transport
P:GO:0006791,P:sulfur utilization
F:GO:0015184,F:L-cystine transmembrane transporter activity
P:GO:0015811,P:L-cystine transport
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:0098655,P:cation transmembrane transport
F:GO:0003674,F:molecular_function
F:GO:0005515,F:protein binding
C:GO:0005575,C:cellular_component
C:GO:0005634,C:nucleus
C:GO:0005654,C:nucleoplasm
C:GO:0005737,C:cytoplasm
P:GO:0008150,P:biological_process
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0001130,"F:bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding"
P:GO:0009408,P:response to heat
F:GO:0044212,F:transcription regulatory region DNA binding
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:0071236,P:cellular response to antibiotic
F:GO:0015238,F:drug transmembrane transporter activity
P:GO:0015906,P:sulfathiazole transport
C:GO:0016020,C:membrane
P:GO:0006974,P:cellular response to DNA damage stimulus
P:GO:0015893,P:drug transport
F:GO:0022857,F:transmembrane transporter activity
C:GO:0031237,C:intrinsic component of periplasmic side of plasma membrane
F:GO:0042802,F:identical protein binding
P:GO:0046677,P:response to antibiotic
