id_ccbh,seq_name,description,length
PA4851_28935,|PA4851_28935||phosphoribosyl-AMP|,HIS3_PSEAEPhosphoribosyl-AMP cyclohydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hisI PE=3 SV=1,134
PA4851_28940,|PA4851_28940||phosphoribosyl-ATP|,HIS2_PSEAEPhosphoribosyl-ATP pyrophosphatase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hisE PE=3 SV=1,111
PA4851_28945,|PA4851_28945||twin-arginine|,TATA_PSEAESec-independent protein translocase protein TatA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tatA PE=3 SV=1,82
PA4851_28950,|PA4851_28950||sec-independent|,TATB_PSEAESec-independent protein translocase protein TatB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tatB PE=3 SV=1,141
PA4851_28955,|PA4851_28955||transporter|,TATC_AZOCHSec-independent protein translocase protein TatC OS=Azotobacter chroococcum mcd 1 OX=355 GN=tatC PE=3 SV=2,267
PA4851_28960,|PA4851_28960||16S|,RSME_TREPARibosomal RNA small subunit methyltransferase E OS=Treponema pallidum (strain Nichols) OX=243276 GN=rsmE PE=3 SV=1,235
PA4851_28965,|PA4851_28965||chemotaxis|,MCPQ_PSEPKMethyl-accepting chemotaxis protein McpQ OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=mcpQ PE=1 SV=1,647
PA4851_28970,|PA4851_28970||hypothetical|,Y5073_PSEAEUPF0158 protein PA5073 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA5073 PE=3 SV=1,153
PA4851_28975,|PA4851_28975||ABC|,GLNQ_BACSUGlutamine transport ATP-binding protein GlnQ OS=Bacillus subtilis (strain 168) OX=224308 GN=glnQ PE=2 SV=1,244
PA4851_28980,|PA4851_28980||ABC|,GLNP_SHIFLGlutamine transport system permease protein GlnP OS=Shigella flexneri OX=623 GN=glnP PE=3 SV=1,320
PA4851_28985,|PA4851_28985||ABC|,FLIY_ECOLIL-cystine-binding protein FliY OS=Escherichia coli (strain K12) OX=83333 GN=fliY PE=1 SV=1,266
PA4851_28990,|PA4851_28990||glucosyltransferase|,OPGH_PSEAEGlucans biosynthesis glucosyltransferase H OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=opgH PE=3 SV=1,861
PA4851_28995,|PA4851_28995||glucan|,OPGG_PSEAEGlucans biosynthesis protein G OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=opgG PE=3 SV=1,525
PA4851_29000,|PA4851_29000||D-tyrosyl-tRNA(Tyr)|,DTD_PSEAED-aminoacyl-tRNA deacylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dtd PE=3 SV=1,145
PA4851_29005,|PA4851_29005||prolyl|,PIP_XYLFAProline iminopeptidase OS=Xylella fastidiosa (strain 9a5c) OX=160492 GN=pip PE=3 SV=1,323
PA4851_29010,|PA4851_29010||hypothetical|,---NA---,158
PA4851_29015,|PA4851_29015||ABC|,GLTI_SALTYGlutamate/aspartate import solute-binding protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=gltI PE=3 SV=3,299
PA4851_29020,|PA4851_29020||hypothetical|,Y322_HAEDURutC family protein HD_0322 OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=HD_0322 PE=3 SV=1,116
PA4851_29025,|PA4851_29025||oxidoreductase||COORDINATES_|,DADA2_PSEAED-amino acid dehydrogenase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dadA2 PE=3 SV=1,416
PA4851_29030,|PA4851_29030||transcriptional|,NOCR_AGRFCRegulatory protein NocR OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=nocR PE=4 SV=1,318
PA4851_29035,|PA4851_29035||sel1|,SE1L1_HUMANProtein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3,289
PA4851_29040,|PA4851_29040||hypothetical|,PLDG2_ARATHPhospholipase D gamma 2 OS=Arabidopsis thaliana OX=3702 GN=PLDGAMMA2 PE=1 SV=3,745
PA4851_29045,|PA4851_29045||hypothetical|,VGRG1_VIBCHActin cross-linking toxin VgrG1 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=vgrG1 PE=1 SV=1,790
PA4851_29050,|PA4851_29050||N-formylglutamate|,---NA---,266
PA4851_29055,|PA4851_29055||imidazolonepropionase||COORDINATES_|,HUTI_PSEAEImidazolonepropionase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hutI PE=3 SV=1,402
PA4851_29060,|PA4851_29060||histidine/phenylalanine|,HUTH_SYMTHHistidine ammonia-lyase OS=Symbiobacterium thermophilum (strain T / IAM 14863) OX=292459 GN=hutH PE=3 SV=1,510
PA4851_29065,|PA4851_29065||ABC|,OUSV_DICD3Glycine betaine/choline transport system ATP-binding protein OusV OS=Dickeya dadantii (strain 3937) OX=198628 GN=ousV PE=1 SV=1,276
PA4851_29070,|PA4851_29070||ABC|,OPUAB_BACSUGlycine betaine transport system permease protein OpuAB OS=Bacillus subtilis (strain 168) OX=224308 GN=opuAB PE=1 SV=1,283
PA4851_29075,|PA4851_29075||ABC|,OUSX_DICD3Glycine betaine-binding periplasmic protein OusX OS=Dickeya dadantii (strain 3937) OX=198628 GN=ousX PE=1 SV=1,322
PA4851_29080,|PA4851_29080||amino|,PROY_SALTYProline-specific permease ProY OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=proY PE=3 SV=3,467
PA4851_29085,|PA4851_29085||histidine|,HUTH_PSEAEHistidine ammonia-lyase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hutH PE=3 SV=1,509
PA4851_29090,|PA4851_29090||transporter||COORDINATES_|,YXLA_BACSUPutative purine-cytosine permease YxlA OS=Bacillus subtilis (strain 168) OX=224308 GN=yxlA PE=3 SV=1,480
PA4851_29095,|PA4851_29095||urocanate|,HUTU_PSEABUrocanate hydratase OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=hutU PE=3 SV=1,559
PA4851_29100,|PA4851_29100||hypothetical|,---NA---,265
PA4851_29105,|PA4851_29105||hypothetical|,---NA---,312
PA4851_29110,|PA4851_29110||hypothetical|,OUSX_DICD3Glycine betaine-binding periplasmic protein OusX OS=Dickeya dadantii (strain 3937) OX=198628 GN=ousX PE=1 SV=1,340
PA4851_29115,|PA4851_29115||hypothetical|,YHUT_PSEPUUncharacterized 21.2 kDa protein in hutC 3'region OS=Pseudomonas putida OX=303 PE=4 SV=1,196
PA4851_29120,|PA4851_29120||histidine|,HUTC_PSEAEHistidine utilization repressor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hutC PE=3 SV=1,250
PA4851_29125,|PA4851_29125||N-formimino-L-glutamate|,MTAD_NATPD5-methylthioadenosine/S-adenosylhomocysteine deaminase OS=Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / NBRC 14720 / NCIMB 2260 / Gabara) OX=348780 GN=mtaD PE=3 SV=1,453
PA4851_29130,|PA4851_29130||outer|,BLC_CITFROuter membrane lipoprotein Blc OS=Citrobacter freundii OX=546 PE=3 SV=1,189
PA4851_29135,|PA4851_29135||hypothetical|,---NA---,85
PA4851_29140,|PA4851_29140||hypothetical|,---NA---,200
PA4851_29145,|PA4851_29145||fructose-1_6-bisphosphatase||COORDINATES_|,"F16PA_PSEAEFructose-1,6-bisphosphatase class 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=fbp PE=3 SV=1",336
PA4851_29150,|PA4851_29150||lactoylglutathione|,LGUL_PSEAELactoylglutathione lyase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gloA PE=3 SV=1,176
PA4851_29155,|PA4851_29155||esterase||COORDINATES_|,ESTA_PSEPUEsterase EstA OS=Pseudomonas putida OX=303 GN=estA PE=3 SV=1,646
PA4851_29160,|PA4851_29160||hypothetical|,---NA---,464
PA4851_29165,|PA4851_29165||hypothetical|,ZIPA_CROS8Cell division protein ZipA OS=Cronobacter sakazakii (strain ATCC BAA-894) OX=290339 GN=zipA PE=3 SV=1,1201
PA4851_29170,|PA4851_29170||hypothetical|,---NA---,194
PA4851_29175,|PA4851_29175||transcriptional|,SOXR_SHIFLRedox-sensitive transcriptional activator SoxR OS=Shigella flexneri OX=623 GN=soxR PE=3 SV=1,141
PA4851_29180,|PA4851_29180||regulatory|,TYPA_SHIFLGTP-binding protein TypA/BipA OS=Shigella flexneri OX=623 GN=typA PE=3 SV=1,605
PA4851_29185,|PA4851_29185||thiamine|,THII_PSEAEtRNA sulfurtransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=thiI PE=3 SV=1,484
PA4851_29190,|PA4851_29190||glutamine|,GLN1B_PSEAEGlutamine synthetase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=glnA PE=1 SV=1,469
PA4851_29195,|PA4851_29195||hypothetical|,---NA---,134
PA4851_29200,|PA4851_29200||hypothetical|,YBIO_ECOLIModerate conductance mechanosensitive channel YbiO OS=Escherichia coli (strain K12) OX=83333 GN=ybiO PE=1 SV=2,735
PA4851_29205,|PA4851_29205||hypothetical|,---NA---,173
PA4851_29210,|PA4851_29210||hypothetical|,---NA---,190
PA4851_29215,|PA4851_29215||two-component|,NTRB_VIBALSensory histidine kinase/phosphatase NtrB OS=Vibrio alginolyticus OX=663 GN=ntrB PE=3 SV=1,358
PA4851_29220,|PA4851_29220||two-component|,NTRC_SALTYDNA-binding transcriptional regulator NtrC OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=glnG PE=1 SV=2,476
PA4851_29225,|PA4851_29225||hypothetical|,---NA---,155
PA4851_29230,|PA4851_29230||rRNA|,TRML_AERHHtRNA (cytidine(34)-2'-O)-methyltransferase OS=Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240) OX=380703 GN=trmL PE=3 SV=2,153
PA4851_29235,|PA4851_29235||preprotein|,SECB_PSEAEProtein-export protein SecB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=secB PE=3 SV=1,163
PA4851_29240,|PA4851_29240||glutaredoxin||COORDINATES_|,GLRX_PSEAEGlutaredoxin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=grx PE=3 SV=1,84
PA4851_29245,|PA4851_29245||hypothetical|,Y1569_ENT38UPF0176 protein Ent638_1569 OS=Enterobacter sp. (strain 638) OX=399742 GN=Ent638_1569 PE=3 SV=1,139
PA4851_29250,|PA4851_29250||2_3-bisphosphoglycerate-independent|,"GPMI_PSEAB2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=gpmI PE=3 SV=1",515
PA4851_29255,|PA4851_29255||hypothetical|,---NA---,272
PA4851_29260,|PA4851_29260||hypothetical|,ENVC_ECOLIMurein hydrolase activator EnvC OS=Escherichia coli (strain K12) OX=83333 GN=envC PE=1 SV=2,428
PA4851_29265,|PA4851_29265||carboxyl-terminal|,CTPA_BARBKCarboxy-terminal-processing protease OS=Bartonella bacilliformis (strain ATCC 35685 / KC583) OX=360095 GN=ctpA PE=3 SV=1,436
PA4851_29270,|PA4851_29270||hypothetical|,YIBQ_ECOLIUncharacterized protein YibQ OS=Escherichia coli (strain K12) OX=83333 GN=yibQ PE=3 SV=2,257
PA4851_29275,|PA4851_29275||hypothetical|,---NA---,493
PA4851_29280,|PA4851_29280||hypothetical|,---NA---,251
PA4851_29285,|PA4851_29285||hypothetical|,---NA---,250
PA4851_29290,|PA4851_29290||hypothetical|,---NA---,248
PA4851_29295,|PA4851_29295||imidazole|,HIS6_PSEABImidazole glycerol phosphate synthase subunit HisF OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=hisF PE=3 SV=1,256
PA4851_29300,|PA4851_29300||1-(5-phosphoribosyl)-5-[(5-|,HIS4_PSEAE1-(5-phosphoribosyl)-5-,245
PA4851_29305,|PA4851_29305||imidazole|,HIS51_PSEAEImidazole glycerol phosphate synthase subunit HisH 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hisH1 PE=3 SV=1,213
PA4851_29310,|PA4851_29310||imidazoleglycerol-phosphate|,HIS7_PSEAEImidazoleglycerol-phosphate dehydratase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hisB PE=3 SV=1,197
PA4851_29315,|PA4851_29315||hypothetical|,PANZ_SALTYPanD regulatory factor OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=panM PE=1 SV=1,132
PA4851_29320,|PA4851_29320||hypothetical|,"L2HDH_ARATHL-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=L2HGDH PE=1 SV=1",368
PA4851_29325,|PA4851_29325||hypothetical|,ASMA_ECOLIProtein AsmA OS=Escherichia coli (strain K12) OX=83333 GN=asmA PE=3 SV=2,750
PA4851_29330,|PA4851_29330||A/G-specific|,MUTY_ECOLIAdenine DNA glycosylase OS=Escherichia coli (strain K12) OX=83333 GN=mutY PE=1 SV=1,355
PA4851_29335,|PA4851_29335||hypothetical|,FETP_PSEAEProbable Fe(2+)-trafficking protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA5148 PE=1 SV=1,90
PA4851_29340,|PA4851_29340||hypothetical|,YDGJ_ECOLIUncharacterized oxidoreductase YdgJ OS=Escherichia coli (strain K12) OX=83333 GN=ydgJ PE=1 SV=2,360
PA4851_29350,|PA4851_29350||tyrosine|,VINT_BPP4Integrase OS=Enterobacteria phage P4 OX=10680 GN=int PE=3 SV=2,401
PA4851_29355,|PA4851_29355||AlpA|,Y9K_BPP4Uncharacterized protein ORF88 OS=Enterobacteria phage P4 OX=10680 PE=4 SV=1,71
PA4851_29360,|PA4851_29360||hypothetical|,---NA---,115
PA4851_29365,|PA4851_29365||hypothetical|,---NA---,82
PA4851_29370,|PA4851_29370||hypothetical|,---NA---,77
PA4851_29375,|PA4851_29375||30S|,---NA---,155
PA4851_29380,|PA4851_29380||phage|,CAPSD_BPHK7Major capsid protein OS=Enterobacteria phage HK97 OX=37554 GN=5 PE=1 SV=1,341
PA4851_29385,|PA4851_29385||acetyl-CoA|,---NA---,66
PA4851_29390,|PA4851_29390||flagellum-specific|,---NA---,75
PA4851_29395,|PA4851_29395||short-chain|,FIXR_BRADUProtein FixR OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=fixR PE=3 SV=2,245
PA4851_29400,|PA4851_29400||hypothetical|,---NA---,229
PA4851_29405,|PA4851_29405||ABC|,AOTP_PSEAEArginine/ornithine transport ATP-binding protein AotP OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=aotP PE=3 SV=2,257
PA4851_29410,|PA4851_29410||amino|,ARTJ_ECOLIABC transporter arginine-binding protein 1 OS=Escherichia coli (strain K12) OX=83333 GN=artJ PE=1 SV=2,250
PA4851_29415,|PA4851_29415||ABC|,OCCQ_RHIMLOctopine transport system permease protein OccQ OS=Rhizobium meliloti OX=382 GN=occQ PE=3 SV=1,231
PA4851_29420,|PA4851_29420||amino|,OCCM_RHIRDOctopine transport system permease protein OccM OS=Rhizobium radiobacter OX=358 GN=occM PE=2 SV=2,230
PA4851_29425,|PA4851_29425||hypothetical|,RRNAD_MOUSEProtein RRNAD1 OS=Mus musculus OX=10090 GN=Rrnad1 PE=2 SV=1,311
PA4851_29430,|PA4851_29430||transcriptional|,MARR_ECOLIMultiple antibiotic resistance protein MarR OS=Escherichia coli (strain K12) OX=83333 GN=marR PE=1 SV=2,156
PA4851_29435,|PA4851_29435||hypothetical|,MDTP_ECO57Multidrug resistance outer membrane protein MdtP OS=Escherichia coli O157:H7 OX=83334 GN=mdtP PE=3 SV=1,492
PA4851_29440,|PA4851_29440||multidrug|,EMRA_ECOLIMultidrug export protein EmrA OS=Escherichia coli (strain K12) OX=83333 GN=emrA PE=1 SV=2,394
PA4851_29445,|PA4851_29445||drug|,EMRB_ECOLIMultidrug export protein EmrB OS=Escherichia coli (strain K12) OX=83333 GN=emrB PE=1 SV=1,509
PA4851_29455,|PA4851_29455||dTDP-D-glucose|,"RMLB_XANCPdTDP-glucose 4,6-dehydratase OS=Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25) OX=190485 GN=rfbB PE=3 SV=1",352
PA4851_29460,|PA4851_29460||dTDP-4-dehydrorhamnose|,RMLD_ECOLIdTDP-4-dehydrorhamnose reductase OS=Escherichia coli (strain K12) OX=83333 GN=rfbD PE=3 SV=2,302
PA4851_29465,|PA4851_29465||glucose-1-phosphate|,RMLA_SALANGlucose-1-phosphate thymidylyltransferase OS=Salmonella anatum OX=58712 GN=rmlA PE=3 SV=1,293
PA4851_29470,|PA4851_29470||dTDP-4-dehydrorhamnose|,"RMLC_PSEAEdTDP-4-dehydrorhamnose 3,5-epimerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rmlC PE=1 SV=1",181
PA4851_29475,|PA4851_29475||two-component|,DCTB_PSEAEC4-dicarboxylate transport sensor protein DctB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dctB PE=3 SV=1,612
PA4851_29480,|PA4851_29480||two-component|,DCTD_PSEAEC4-dicarboxylate transport transcriptional regulatory protein DctD OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dctD PE=3 SV=1,462
PA4851_29485,|PA4851_29485||C4-dicarboxylate-binding|,DCTP_PSEAEC4-dicarboxylate-binding periplasmic protein DctP OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dctP PE=1 SV=1,331
PA4851_29490,|PA4851_29490||dicarboxylate|,DCTQ_PSEAEC4-dicarboxylate TRAP transporter small permease protein DctQ OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dctQ PE=1 SV=1,210
PA4851_29495,|PA4851_29495||C4-dicarboxylate|,DCTM_PSEAEC4-dicarboxylate TRAP transporter large permease protein DctM OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dctM PE=1 SV=1,427
PA4851_29500,|PA4851_29500||arginine/ornithine|,ARCD_PSEAEArginine/ornithine antiporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=arcD PE=1 SV=1,482
PA4851_29505,|PA4851_29505||arginine|,ARCA_PSEAEArginine deiminase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=arcA PE=1 SV=2,418
PA4851_29510,|PA4851_29510||ornithine|,"OTCC_PSEAEOrnithine carbamoyltransferase, catabolic OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=arcB PE=1 SV=3",336
PA4851_29515,|PA4851_29515||carbamate|,ARCC_PSEAECarbamate kinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=arcC PE=3 SV=1,310
PA4851_29520,|PA4851_29520||beta-ketoacyl|,STCJ_EMENISterigmatocystin biosynthesis fatty acid synthase subunit alpha OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=stcJ PE=3 SV=2,634
PA4851_29525,|PA4851_29525||3_(2_)_5_-bisphosphate|,"CYSQ_ECOL63'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=cysQ PE=3 SV=1",273
PA4851_29530,|PA4851_29530||ADP-ribose|,NUDE_ECOLIADP compounds hydrolase NudE OS=Escherichia coli (strain K12) OX=83333 GN=nudE PE=1 SV=1,188
PA4851_29535,|PA4851_29535||hydrolase||COORDINATES_|,YRFG_SHIFLGMP/IMP nucleotidase YrfG OS=Shigella flexneri OX=623 GN=yrfG PE=3 SV=1,221
PA4851_29540,|PA4851_29540||hypothetical|,XKDP_BACSUPhage-like element PBSX protein XkdP OS=Bacillus subtilis (strain 168) OX=224308 GN=xkdP PE=4 SV=2,145
PA4851_29545,|PA4851_29545||transcriptional|,CYNR_ECOLIHTH-type transcriptional regulator CynR OS=Escherichia coli (strain K12) OX=83333 GN=cynR PE=1 SV=5,293
PA4851_29550,|PA4851_29550||hypothetical|,FDHD_PASMUSulfur carrier protein FdhD OS=Pasteurella multocida (strain Pm70) OX=272843 GN=fdhD PE=3 SV=1,279
PA4851_29555,|PA4851_29555||oxidoreductase||COORDINATES_|,Y2924_MYCBOUncharacterized oxidoreductase Mb2924c OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB2924C PE=3 SV=1,773
PA4851_29565,|PA4851_29565||hypothetical|,---NA---,137
PA4851_29570,|PA4851_29570||hypothetical|,---NA---,135
PA4851_29575,|PA4851_29575||carbon|,CSRA_GEOURTranslational regulator CsrA OS=Geobacter uraniireducens (strain Rf4) OX=351605 GN=csrA PE=3 SV=1,71
PA4851_29580,|PA4851_29580||chorismate|,CHMU_PSEAEMonofunctional chorismate mutase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=aroQ PE=1 SV=1,185
PA4851_29585,|PA4851_29585||hypothetical|,YSMA_BACSUUncharacterized protein YsmA OS=Bacillus subtilis (strain 168) OX=224308 GN=ysmA PE=4 SV=1,147
PA4851_29590,|PA4851_29590||iron-containing|,ADH1_GEOTNLong-chain-alcohol dehydrogenase 1 OS=Geobacillus thermodenitrificans (strain NG80-2) OX=420246 GN=adh1 PE=1 SV=1,387
PA4851_29595,|PA4851_29595||acyl-CoA|,DMDC_RUEPO3-methylmercaptopropionyl-CoA dehydrogenase OS=Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) OX=246200 GN=dmdC PE=1 SV=1,596
PA4851_29600,|PA4851_29600||3-hydroxyacyl-CoA|,ECHP_DANREPeroxisomal bifunctional enzyme OS=Danio rerio OX=7955 GN=ehhadh PE=2 SV=1,411
PA4851_29605,|PA4851_29605||transcriptional|,NAHR_PSEPUHTH-type transcriptional activator NahR OS=Pseudomonas putida OX=303 GN=nahR PE=4 SV=2,302
PA4851_29610,|PA4851_29610||nitroreductase||COORDINATES_|,DRGA_SYNY3Protein DrgA OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=drgA PE=1 SV=1,200
PA4851_29615,|PA4851_29615||hypothetical|,---NA---,118
PA4851_29620,|PA4851_29620||phosphoenolpyruvate|,PCKA_PSEA8Phosphoenolpyruvate carboxykinase (ATP) OS=Pseudomonas aeruginosa (strain LESB58) OX=557722 GN=pckA PE=3 SV=1,513
PA4851_29625,|PA4851_29625||heat|,HSLO_PSEAE33 kDa chaperonin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hslO PE=3 SV=1,297
PA4851_29630,|PA4851_29630||hypothetical|,LPXT_ECOLILipid A 1-diphosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=lpxT PE=1 SV=2,267
PA4851_29635,|PA4851_29635||heat|,HSLR_ECOLIHeat shock protein 15 OS=Escherichia coli (strain K12) OX=83333 GN=hslR PE=1 SV=1,131
PA4851_29640,|PA4851_29640||hypothetical|,RIMK_DESPSProbable alpha-L-glutamate ligase OS=Desulfotalea psychrophila (strain LSv54 / DSM 12343) OX=177439 GN=rimK PE=3 SV=1,144
PA4851_29645,|PA4851_29645||ribosomal|,RIMK_PSEAEProbable alpha-L-glutamate ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rimK PE=3 SV=1,301
PA4851_29650,|PA4851_29650||LD-carboxypeptidase||COORDINATES_|,LDC_PSEAEMurein tetrapeptide carboxypeptidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA5198 PE=1 SV=1,307
